price,bedrooms,bathrooms,sqft_living,sqft_lot
472500,2,2.25,1700,2383
291000,4,2.25,1890,7616
294000,2,1,850,5250
1.01E+06,4,2.5,2480,12688
442500,3,2.5,1690,3129
170000,2,1,810,8424
1.58E+06,4,2.5,3980,16304
665000,3,2.25,2580,6000
1.61E+06,5,4.5,6085,142725
675000,2,1.75,2140,5000
279900,2,1.75,1360,10000
875000,4,1.5,1800,3245
571000,3,2.5,1920,3867
320000,3,1,860,5060
525000,3,2.5,2340,35021
1.65E+06,8,2.75,4040,20666
137900,3,1.75,1160,5082
440000,3,2.25,1680,57063
360000,3,1,1280,3870
271000,4,1.5,1800,9576
465000,6,3.25,4250,23326
280000,4,2.5,2400,4596
283000,2,1,940,6350
411500,3,1,1110,7208
282000,3,2.25,2420,7548
535000,3,2.5,1850,1499
554729,4,2.5,2020,4350
868000,4,2.5,2020,4350
427000,3,2.5,1830,65340
455000,4,1.75,1920,6000
595000,2,1.75,1280,8500
400000,4,2.5,3130,5240
770000,4,2.5,3920,12415
742500,4,2.75,3100,3773
1.25E+06,4,2.5,3220,15600
375000,3,2,1670,13775
1.56E+06,4,2.5,2700,17853
545000,4,2,5461,22880
1.05E+06,4,3.25,4400,16625
1.57E+06,3,1.75,2190,8500
178000,4,1.5,1200,11163
262500,3,1.75,1470,10390
730000,3,1.75,1650,5000
395000,5,1.75,1840,10453
355000,3,1,1210,6650
299990,3,2.5,1870,8541
1.13E+06,4,3.25,3890,422096
425000,4,2.25,2660,11200
349000,2,1,1150,7552
554950,4,1.75,1740,4816
326000,6,3,2580,8064
580000,4,1.75,1720,6975
699000,3,2.5,2740,18455
757000,3,2.75,2610,11290
335000,3,1.75,1400,7920
660000,3,2,2570,28500
540000,4,2.75,2830,7334
320000,5,2.25,2630,8625
280000,3,2.5,1580,7918
324000,3,2,1540,10931
300000,3,1,2120,7735
360000,3,1.75,1830,10000
600000,3,2.5,2260,10153
950000,4,1.75,2500,92347
599950,3,3.25,1830,1804
190000,4,1,1190,7920
350000,4,1.75,2310,9002
522000,3,1,1230,4600
850000,3,2.5,2940,10809
308000,3,1,1010,8800
1.02E+06,6,2.25,2550,5000
397500,3,1,1480,5100
186000,3,1.75,1460,7967
436500,5,3,3110,12429
710000,3,2,2140,4923
1.38E+06,5,3.25,3450,6360
450000,3,2.25,1960,10682
375000,4,2.75,1890,5240
315000,2,1,2080,14659
467500,3,1,1700,4165
330000,3,1,1140,7316
665000,3,2.5,3136,54450
760000,4,3.25,2590,3889
469000,3,1.75,1480,800
408000,3,3,1500,1473
851000,3,2.75,2660,10350
410000,2,2,1350,3926
235000,2,1,860,10500
207100,2,1,1000,4500
560000,4,2.5,2480,16360
903000,3,2.75,3860,12786
998500,3,1.75,2140,4800
268500,4,1.75,1820,13600
494950,2,1.75,2220,33000
1.13E+06,4,2.5,2660,11200
250000,3,2,1470,12096
449000,4,1.75,2350,54450
1.23E+06,3,2.25,2980,7700
325000,4,2,1870,7700
506000,5,3,2430,8000
751000,4,2.5,2790,6538
280000,3,2.5,1370,22326
1.12E+06,4,2.25,4470,60373
580000,3,1.75,2040,81021
665000,4,2.25,2340,5300
450000,4,2.5,2520,8515
389900,4,1,1710,117176
427000,3,1,1200,5252
265000,3,1.75,1330,12618
398000,3,1.5,1310,2996
354000,6,3.5,3020,4500
339950,4,2.5,2260,6086
399000,2,1,790,4000
325000,2,2,970,5000
998800,3,2,2250,8000
350000,4,2.5,1530,2248
1.00E+06,4,1.75,1780,11436
561000,3,2.5,2120,5277
245000,2,1,1500,6685
570000,2,1,1500,6685
845000,4,3,2390,4000
314500,4,2.5,2390,9600
650000,3,1.75,2920,9370
298000,2,1,850,5000
500000,2,1,930,3200
870000,4,2.5,3340,12248
299000,2,1,710,6732
527000,3,2.25,2240,6450
420000,3,1,1060,7638
290000,3,2.5,2360,8764
1.66E+06,4,2.75,3520,19200
499990,3,1.75,1730,9334
315000,3,1.75,1170,4000
425000,4,2.25,3680,26266
630000,3,2.5,2900,46609
365000,3,1.75,1290,7205
774000,4,2.75,2010,7000
368888,3,1.5,1490,12186
339500,4,2.5,1930,7862
344950,4,1.75,2240,7500
450000,3,2,2320,17688
814950,4,2.75,2990,6626
299900,4,2.5,2200,5730
315000,3,2,1500,7828
880000,3,1.75,3860,9000
195000,3,1.5,1430,5200
910000,5,2.75,3750,8279
540000,5,2.5,3100,10189
306000,3,2.5,1870,5874
272000,4,2.25,2040,7600
1.30E+06,5,3.5,3700,8504
450000,3,1.75,3150,9258
450000,3,2.5,1990,12793
310000,4,1,1740,11075
530000,2,2.25,2080,11285
435000,4,2.5,2060,10125
485000,3,2,1590,11222
690000,3,1.5,1760,4000
305000,4,2.5,1620,4000
300000,3,1.75,1210,7000
289950,4,3,2040,5050
575000,3,2.5,2270,9600
1.82E+06,4,4.5,6640,53330
219000,3,1.5,1060,9600
265000,4,3,1940,8170
1.11E+06,5,3.25,3070,5000
200000,3,1,930,7590
545000,4,2.75,2180,8480
378000,3,2.5,2130,8404
388000,2,1.75,800,4800
425000,4,2.25,2200,8384
536000,2,1.5,1130,746
1.18E+06,3,2.5,1970,23180
629950,3,2.5,1680,1620
465000,4,1.75,1470,5350
545000,4,2.25,2390,40510
592000,4,2.5,2300,11165
446000,4,2,2280,43692
375000,3,2.5,1330,816
632500,5,2.5,2640,7096
459950,4,1.75,2430,9747
485000,4,2.5,2470,35073
255000,3,1,1440,11330
251750,3,2,1320,7200
725000,3,2.5,2810,6300
460000,3,3.25,1370,1194
625000,3,2.5,2000,6341
530000,3,1.75,1980,6760
394950,3,2.5,2050,8172
324950,4,1.75,2320,9240
330000,3,2.25,1960,1985
220000,4,1.75,1910,8171
685000,3,3.25,2030,11070
500000,3,2.25,2210,7680
368000,4,2.75,2610,9426
825000,3,2.25,2520,7975
660000,6,1.75,1840,2774
253000,3,1.75,1570,7416
392500,4,2.75,2400,19923
605000,3,1.75,1930,5400
215000,3,1,1160,10384
650000,4,2.5,2820,15000
877500,4,2,3060,8000
232500,3,1,1320,8450
234000,2,2,1200,3624
380000,3,1.75,1560,104108
420000,5,2.25,3070,64033
399950,3,1,1040,9600
256750,3,2.5,1990,8991
535000,3,2.5,1690,9626
515000,3,2,1810,2738
770000,4,1.75,2520,8442
256000,3,2.5,1570,5113
489900,3,1,1680,8910
165000,3,1.5,1250,7200
220000,3,1.5,1280,7742
575000,4,2.5,4620,20793
375000,3,2.5,1580,5725
422250,3,1.75,1650,7145
420000,3,1.75,1660,9600
608000,4,2.5,2410,7140
620000,3,2.25,1720,4000
850000,3,2.5,3120,12406
463000,4,2.5,2680,9928
750000,5,1.75,2640,13290
1.07E+06,3,3.25,3730,13264
290000,3,2,1700,6498
525000,4,1.75,2280,5959
319000,3,2.25,1220,2980
592500,6,4.5,3500,8504
350000,3,2.5,2010,14298
454900,3,1.75,2130,9775
272000,4,2.25,1800,9018
357500,3,1,1070,10125
285000,3,1.75,1020,5000
280000,4,2,1600,6861
477000,4,1.5,1380,7800
750000,3,2.25,3270,168000
595000,4,2.5,2100,3125
525000,3,2.25,2110,2850
319000,3,1.75,1640,53400
225000,3,2,1320,5665
485000,4,2.5,2420,10603
341000,3,1,1390,4814
674000,3,3.25,2320,6744
442250,3,2.5,2170,8169
591000,4,2.25,2710,38180
276000,3,2,1450,8928
394000,3,2.5,1370,4400
355000,3,2.5,1810,3192
260000,3,2.5,1420,14850
300000,3,2.75,2090,9620
310000,3,2.75,2090,9620
209000,3,1,1330,6900
344950,3,2,1330,7419
230000,5,2,1910,7200
336950,3,1.75,2310,7680
700000,3,2.75,2500,7378
230000,3,2,1310,7332
443500,4,2.5,2040,21781
471000,4,2.5,2040,21781
595000,3,2.25,2400,16301
470000,3,1,1400,4914
600000,4,1.75,1700,7800
1.38E+06,4,3.75,3160,9525
427800,3,1.75,1340,13241
445000,4,2,1470,8395
382000,3,1.75,1790,7679
577000,3,1.5,1560,20251
427000,3,2.5,2620,108464
255000,3,1,1580,8206
240000,3,1,1090,10000
1.23E+06,5,3.25,3240,6551
435000,4,1.75,2520,7200
1.45E+06,3,1.75,2230,13529
425000,4,3,2430,5502
393000,2,1,1020,4200
264950,4,1,1810,7500
746500,4,2.5,3460,9699
450000,3,1,2020,8100
229950,3,2,1410,7466
425000,2,1,750,4000
2.56E+06,4,2.5,5300,26211
1.40E+06,4,3.5,4380,66613
753000,3,2.25,2290,9047
310000,2,1,720,5750
395000,2,1,1200,6014
725000,3,2.5,2620,28703
295000,4,3,2120,7650
225000,3,1.75,1580,8820
1.70E+06,3,3.25,4160,35153
431000,3,2.25,1830,8831
358500,3,2.5,2000,8057
595000,2,1,980,3600
468000,4,2.5,3040,20682
260000,4,1,1740,8100
375000,3,2,1450,7300
295000,3,2.5,1560,4200
403900,4,2.5,2050,8909
269950,3,1.75,1760,12823
640000,3,3.5,1740,1975
221000,3,1,910,8789
255000,3,1.75,1700,7532
300000,4,2.5,2620,4469
270000,3,2.25,1500,7410
575000,4,1.75,1630,5750
246900,3,1.5,1370,9800
635000,2,2.5,1390,1132
450000,3,2,1540,67756
215000,3,1,1190,7500
785000,3,3.5,4500,21870
522500,4,3,2370,8154
150000,2,1.5,1360,1934
199950,2,1.75,870,18537
3.00E+06,4,4.25,4850,12445
379900,3,2,3110,44967
950000,4,2.5,3700,7051
865000,6,2.75,3500,5150
785000,3,1.75,1670,9600
245700,3,2.25,1640,8400
951000,3,2.25,3400,12825
499950,3,1.75,2060,3500
257000,3,1.75,1330,36537
549000,3,2,2330,3600
1.60E+06,3,2.75,3040,21052
1.40E+06,5,3.75,3700,7920
619000,3,2,1990,3000
311000,5,3,2020,5917
600000,5,2.25,2980,7781
1.08E+06,4,3.5,3990,5267
436000,2,1,790,6600
205000,2,1,1060,8000
514000,3,2.25,2260,54014
530000,2,2.5,1900,2983
511000,5,2.5,3361,6983
2.10E+06,4,1.75,3550,19865
370000,5,2.5,2740,5460
500000,4,1.75,2040,6000
710000,4,2.5,4070,129808
270000,1,1,720,5196
415000,3,1.75,2000,8400
1.80E+06,5,4.5,4400,15580
236000,3,1.75,1300,8976
278000,2,2.5,1420,2229
312000,3,2.25,1540,5338
539000,3,2.25,1540,5338
498000,3,3,2360,2750
857000,4,3,3720,29043
780000,3,1.75,1690,13500
650000,3,2,2300,5000
559500,4,1.75,1650,7088
219950,2,1,990,6448
671500,4,2.25,2130,8410
813000,4,2.5,3320,52707
182000,3,2.25,1960,8875
203700,2,1,770,2500
740000,4,1.75,2010,3600
230000,2,1,800,17965
128000,3,1,910,11117
345000,3,1,1200,6628
663000,4,2.5,3570,6246
329950,3,2.5,1820,8085
1.05E+06,3,2.25,2930,7005
402300,3,1.75,1480,4050
492000,4,2.5,3305,16164
448000,4,2.5,2230,5000
273000,3,1,1560,7800
335000,3,1,1030,7200
695000,3,3.75,2380,3600
279000,3,1,1010,7903
485000,2,1.75,2060,2700
383000,4,2.5,2370,10580
490000,4,2.5,2242,37451
240000,2,1.5,1078,1263
285000,2,1,890,7250
524950,3,1.5,2700,24539
729000,4,2.5,2450,27081
460000,3,1.75,1420,8250
687500,3,1.5,1280,2114
1.17E+06,5,2.75,2910,15118
825000,4,2.25,2430,10050
314950,2,2.5,1860,6359
470000,3,2,1800,12669
500000,3,1.5,1960,8815
313000,3,1.5,1550,7260
445000,2,1,840,3840
300000,4,1.75,2080,8750
619500,4,2.5,2210,5077
305000,3,1.5,1210,5240
874000,3,2.5,1350,941
477500,3,2,1860,5146
700000,3,2,1940,4500
515000,4,3.5,3400,5222
590000,4,2.5,2240,9385
205000,3,1.75,1170,8239
310000,3,3.25,3130,9302
442500,2,2.25,1510,7280
1.08E+06,4,3.5,3740,41458
530000,4,2.5,2690,46609
343500,4,1.75,1760,6204
334900,4,1.75,2180,4066
544300,4,1.75,1560,9000
370000,3,2.5,1780,4050
245000,3,1.75,1260,6908
535000,4,1.75,1570,3250
202000,2,1,740,6550
490000,4,2.25,2020,4960
651500,4,1.5,1500,3075
270000,4,2.5,1670,8056
1.16E+06,3,3.5,3620,8072
289000,2,1.5,1010,1309
240000,3,1.5,1460,13503
790000,3,1.75,1790,6117
350000,3,2.25,1760,9621
246950,3,3.5,1790,1682
400000,3,1,1050,6000
533000,4,2.5,2590,6394
198400,3,1,1040,8645
495000,4,2.5,4060,8547
862000,4,2.5,3190,14565
870000,4,2.5,3190,14565
875000,4,1.75,2180,9726
317000,6,3.5,2120,5840
325000,4,2.75,2110,6838
615000,2,1.5,1210,5000
334950,4,2.5,2410,7846
775000,3,2.5,1980,7807
600000,4,2.5,2370,9135
565000,3,1.75,1720,2218
292500,2,1,750,5026
825000,3,2.25,2510,10418
495000,3,2.5,2577,156816
525000,3,1.5,1540,4773
438600,1,1,720,2500
507000,3,2.25,1810,8158
275900,3,1.75,1380,8400
1.17E+06,4,2.5,2570,6251
275000,4,1.75,1690,6000
355000,3,0.75,1420,3060
233000,4,2,2130,9579
666000,3,2.5,3000,5000
317500,4,2.5,2150,9000
420000,4,2,2280,10319
290000,4,2,1560,8800
320000,3,2,1880,10758
650000,3,2.5,2320,5284
325000,3,1.75,1010,7171
165000,3,1,1120,5000
500000,3,1.75,1560,16194
443000,4,1.5,1860,12197
213400,3,1.5,1150,8686
480000,4,1.75,1920,9380
275000,4,2.25,2490,7233
299880,3,2.5,1460,3044
499950,3,3.5,1820,1501
1.71E+06,5,3,4290,17100
550000,4,2.75,2230,9460
300000,4,2.5,2070,7476
920000,3,1.75,2480,4000
2.30E+06,4,3.25,4110,15929
620000,4,2.75,2290,3060
253500,3,1,1220,20400
978000,4,2.75,2620,13777
387500,4,2.5,3190,9856
325000,3,1,850,6906
568000,3,2.5,1740,1308
525000,4,2.5,2140,7754
560000,3,2.5,2070,12708
394000,3,2.5,1680,4075
484950,2,1,1000,4956
1.30E+06,3,2.75,3340,12690
315000,3,2.5,1260,2767
590000,4,2.25,2430,32496
106000,1,1,560,5700
751000,3,2.5,3380,9528
474000,2,1,1100,3500
189000,2,2,1700,3171
440500,3,2.5,1600,3172
1.02E+06,3,2.5,2605,2216
589000,2,2,1850,4667
273000,3,2.25,1830,7651
950000,3,3.25,3050,18892
277700,2,1.5,1240,1055
299900,3,2.25,2100,8163
235000,3,1,1250,15603
464000,2,2,1230,4800
281000,3,1.75,1690,9826
320000,3,1,1520,8870
282000,4,2,1890,6302
745000,4,1.75,1990,8900
245000,3,1.75,1480,3900
250000,3,1.75,1480,3900
470000,3,2.5,2120,2374
216650,3,3.5,1480,1077
440000,3,1,1250,8412
590000,4,2.5,2010,7972
935000,5,2.5,3150,35283
848000,3,3.5,3010,5717
827500,5,4.25,3920,5823
1.13E+06,6,3,2880,3192
630000,2,2.25,2550,5663
340000,5,1,1120,9022
570000,4,2.75,3140,10918
2.75E+06,4,4,4130,5575
514500,4,2.5,2990,9614
360000,2,1,1120,12625
228900,4,1.5,1570,8775
660000,3,2.75,2210,4000
647000,4,2.5,2390,5800
366000,3,1.75,1520,8625
354000,5,1.75,1830,7986
850000,4,3.5,2640,5900
496700,3,2.5,1740,5782
300000,3,2,1550,8300
390000,3,1,1040,8075
350000,3,2.25,1640,7200
561000,3,2.25,1640,7200
475000,3,1.75,1260,10065
275000,3,1.5,1170,1174
290000,3,1.75,1590,13500
199000,3,2.5,1750,6725
279900,4,2.5,1770,4338
1.66E+06,4,2.25,3530,5500
405000,3,2.5,2160,10200
615000,4,2.25,2360,15860
268000,3,1.75,1980,12543
451000,4,1.5,1620,5444
850000,2,2.75,2700,9854
1.18E+06,5,2.25,3270,16553
245000,2,1,870,6150
450000,2,1.75,840,3340
370350,3,3.5,1340,1168
543000,3,2.5,1540,1256
265000,2,2,1650,8975
497000,3,2.5,2630,4611
419000,4,2.25,1880,9727
545800,4,2.5,1980,4500
403000,3,1,1500,10730
195000,3,2,1230,8235
1.13E+06,4,2.5,2520,2600
255000,5,1.75,1970,8925
500000,2,1.5,1520,8040
855000,4,2.75,2600,5390
390000,4,2,2290,9200
339000,3,2,1979,8470
1.33E+06,4,3.5,2170,3672
429900,4,1.5,1820,17918
370900,3,1.5,1200,8560
457500,3,1,1210,7636
499000,4,2.5,1970,2601
225000,2,1,1040,11500
615000,3,1.75,1920,4000
455000,2,1.5,1020,1146
458000,3,1,1660,7500
580000,3,2.25,1670,7416
966000,5,4.5,3810,8019
240000,4,1.75,2020,10332
229050,1,1,420,3298
328500,3,2.25,1390,1407
319000,3,1.5,2010,10100
650000,4,2,1820,5000
398500,3,2.5,1630,1971
250000,1,1,800,16306
815000,3,2,2270,11989
1.07E+06,3,2.75,2290,5002
510000,3,2.25,2750,219542
156000,2,1.75,590,6138
254500,4,2.75,2570,7264
760000,3,2.5,2050,15020
210000,3,2.5,1610,6732
349950,3,2.5,2140,7715
676000,3,2,1730,6784
475000,4,3.5,2440,3052
880000,4,2.75,3220,4392
1.21E+06,4,3.25,4330,26162
420000,3,1.5,1780,5000
607000,3,1,1230,8114
475000,4,1.75,2160,19283
395000,2,1.75,1400,2500
650000,4,1.75,1900,10454
625000,5,2.75,2910,85377
849000,3,3,2960,42159
429950,3,1.5,2010,9480
825000,3,2.5,3760,5260
505000,2,1,1020,5000
265000,2,1,1290,2828
283000,3,1,890,8400
560000,3,2.75,1620,7500
765000,4,2.5,3360,13636
610000,5,2.75,2930,31411
589000,3,2.5,2940,4799
192500,3,1,1080,8580
3.20E+06,3,3.25,4560,13363
550000,3,1,1010,6120
460000,2,1.5,1790,3760
264500,4,2.25,2060,11385
339000,3,1,1150,2496
950000,4,3.5,4030,4200
677500,3,1.75,2020,9718
690000,4,2.5,2740,8120
312000,4,2.25,1930,7452
840000,5,1.75,2500,11617
357500,3,3.5,2080,5100
675000,3,1.5,1460,6480
515000,3,2.75,3290,11441
491234,4,2.5,1540,1860
290000,3,2,1310,6265
490000,4,2.5,2120,7820
810000,4,2,2920,10424
252000,3,1.5,1150,13200
299999,3,2.5,2380,9719
400000,3,2.75,2220,5000
530000,5,2,3020,6000
357000,3,2,2460,53882
365000,3,1.75,1820,5555
804000,4,2.5,2620,5060
808250,3,2,1750,2640
360000,4,2.5,2020,7289
240000,3,1.75,1240,10956
335000,2,2,1380,5840
380000,3,1.75,1920,8775
350000,3,1.75,1680,250470
194000,3,1,1400,7955
310000,3,1,1240,7194
315000,3,1.75,1410,15134
258950,3,1.75,1440,8050
479000,2,2.25,1230,932
510000,5,1.5,1550,9750
400000,3,2,1760,6875
1.45E+06,4,3.5,5000,38012
680000,5,2,2140,5000
1.75E+06,6,3,3510,5760
335000,3,1.75,2010,9417
460000,5,2.5,3390,9760
440000,4,2.25,2160,8119
412250,2,2,1300,2983
185000,3,1.5,1280,4031
286500,3,2,1840,8140
422000,4,2.5,3200,6691
408000,3,2.25,2800,35362
306500,2,1,1390,19988
359900,4,2.5,2600,5188
560000,3,2.5,1960,6058
259875,3,1,1250,21303
385000,3,1,1250,21303
188000,1,1,550,16345
1.14E+06,4,3.25,2500,5801
255000,3,1,1250,10094
1.19E+06,4,2.75,3020,8622
635200,4,1.75,1640,4240
355000,3,1.75,1870,8250
544000,3,2.5,1760,1755
402000,3,1.5,1320,3145
575000,4,1.5,1430,4163
216000,3,1.75,1580,9705
1.20E+06,4,3.5,4170,9748
850000,4,3.25,3090,6744
238000,3,2,1020,1204
625000,4,1.75,2180,4431
1.11E+06,5,3.25,3350,4000
820000,3,2.5,2510,5503
355000,3,2.5,1880,5290
495000,4,1.5,1810,7998
1.30E+06,5,2.5,4170,33310
398750,3,2.5,2230,4000
835000,4,2.5,3650,7784
705000,6,2.75,2830,10579
625000,4,1.5,2120,5000
550000,4,2.5,2090,6926
540000,3,1.5,2600,5085
519000,2,1,830,2820
311000,4,2.5,1975,8734
305000,4,2.5,1900,7000
395000,4,2.75,2640,35070
275000,4,1.5,1610,6923
450000,3,3.25,1770,1863
324000,2,1,1070,6000
2.80E+06,5,3.25,4590,12793
565000,4,1,1540,2452
373000,4,1.75,1590,7920
613000,2,2,1170,1890
614000,4,2.25,2880,9996
595000,4,1.75,2510,8989
440000,2,1,1280,12086
425000,3,1.5,1570,12412
407000,2,1,740,6380
472000,3,1.5,1740,9038
472000,3,2.5,1180,1262
1.25E+06,5,2.75,2960,28300
412000,3,1.75,1880,5752
717000,3,1,1150,5000
425000,3,1,1320,7076
299999,4,2,1640,7200
254000,3,2,1470,7694
178500,3,1,900,10511
800000,3,1.75,1510,3600
420000,3,1,1440,5623
319900,2,1,1380,9251
350000,2,1.5,1150,7552
968000,6,2.75,3610,17580
491000,3,2,1250,1306
948000,3,2.5,3510,9824
900000,3,2.5,2260,9577
270000,3,1.75,2840,9800
198000,3,1.5,1430,7347
250000,2,1,1420,21158
615000,4,2.5,2120,3720
550000,3,2.5,2080,7749
190000,2,2.5,1370,3438
629000,4,2.25,1900,11171
434000,3,1.75,1660,8301
415885,3,1,1310,4163
550000,3,2.5,1840,3035
272000,1,0.75,1040,6034
665000,3,2.5,2610,35000
510000,3,2,1990,7405
530000,3,2,3080,17700
355000,3,1,1200,16000
255000,4,1,1250,9102
790000,4,2.75,2640,9000
695000,5,1.75,1790,9335
255000,2,2,1140,8400
410000,3,2.25,1790,5794
650000,4,2.75,1910,16532
675000,4,1.75,1530,3615
332888,2,2.5,1050,1029
300000,3,1.75,1730,6900
320000,4,1.5,1100,11824
342500,5,2.25,2100,10726
752875,4,2.5,2800,72309
1.73E+06,5,3.5,5000,26540
255000,1,0.5,880,1642
244000,3,2.5,1470,9337
1.42E+06,5,3.25,3950,11438
218000,3,1,980,12812
359000,4,1,2180,10617
840000,4,2.75,3040,13559
900000,5,3.75,4130,226076
205000,4,1.75,1850,65340
205000,3,2.5,1600,7295
500000,2,1.5,2070,5432
510000,4,2.5,3180,5405
1.14E+06,6,4.25,6900,244716
1.55E+06,4,2.25,2640,3000
210000,3,1.5,1920,61014
597500,3,1.75,2030,32565
400000,2,1,1140,101529
412000,3,1,1660,6992
299950,2,1.5,1390,1756
1.08E+06,4,3,2490,4325
422500,4,2.5,2550,8824
410000,3,2,1270,10227
1.40E+06,4,3.25,2980,7000
245000,3,2,1470,8000
720000,4,3,3550,12327
315000,2,1,780,7200
191950,2,2.5,1390,1302
455000,4,2.5,2440,5001
523000,3,1.5,1260,3135
250000,3,2.25,1640,4420
294000,3,3,1670,4120
490000,3,2.25,2380,6000
310000,4,1,1030,5750
265000,3,1.5,1560,10489
402000,4,1.75,1640,10500
705000,2,2.5,2200,188200
589450,4,2.5,3190,7941
219950,3,1.5,1200,8404
750000,3,2.25,2250,5301
478000,2,1.75,1960,6000
170000,3,1,1250,7015
489950,4,2.25,2640,31941
1.37E+06,2,2.25,2460,16940
319950,3,2.5,1700,7000
208417,2,1,840,4200
410000,4,2,1900,5100
590000,4,2.75,2160,4205
648000,3,1.75,1610,10229
255000,3,2.5,1720,6194
465000,4,2.75,2190,3267
622000,4,1.75,3020,10714
306000,3,1.75,1980,9800
617000,3,2.5,1880,5500
438750,3,1.75,1610,6480
1.28E+06,4,3,3260,4500
995000,5,3.25,3970,8029
1.58E+06,4,2.5,4570,74487
635000,5,2.75,2620,5500
215000,3,1,1180,9000
530000,3,2.5,1365,1090
295000,2,1,720,4125
245000,3,2.25,1350,6775
400000,6,2.5,3060,17112
303000,3,2.75,1850,8820
330000,3,1.75,1320,9675
700000,3,1.75,1990,13000
126000,1,1,610,4400
850000,4,1,2500,35802
405000,3,2,1440,7425
869900,6,4.5,2750,4400
485000,3,1.75,1790,6775
400000,2,2,1050,1173
299950,3,2.5,1780,4650
585000,4,2.5,2200,9099
495000,4,2,1720,5413
2.20E+06,5,4.5,5840,17168
447000,3,2.25,1520,14080
206000,3,1,1320,9239
500000,3,1,1070,4600
302500,4,2.5,1990,5511
1.25E+06,4,4.25,4980,13000
391000,2,1,890,5423
250000,3,2,1440,5457
435000,4,2.5,2440,5350
160000,4,2.25,1800,14722
451000,5,3,2260,6508
206000,2,1,810,7158
590000,4,2.75,2240,5400
695000,3,2.5,4560,17622
350000,3,1.5,1550,40752
1.24E+06,5,3.5,3180,4628
395000,6,2.25,2950,11200
419000,5,3,2190,9652
592350,2,2,1570,4665
855000,5,3.25,3420,5669
771000,4,2.5,2420,7200
325000,3,2.25,1570,43350
1.85E+06,5,3.25,3680,6060
545000,4,1.75,1910,6731
615000,3,1.75,1780,5175
625500,2,1,2160,7439
232000,3,1.5,1460,15000
168000,3,1.5,1370,7439
238000,3,1.5,1370,7439
260000,3,2.5,1500,7401
460000,3,1.75,1210,7500
900000,3,2.5,2850,11535
289950,3,1,1090,8280
265000,3,1.75,1450,5858
465000,4,2.25,1820,20349
370000,3,1.5,1320,7201
240000,2,1.5,1670,9880
232000,4,2,1440,5911
237502,3,1,980,7560
1.28E+06,4,3.5,4340,5500
957000,4,2.25,2860,11545
218000,3,1.5,1140,4875
205000,3,1.5,1120,8366
350000,3,3.25,1460,1592
256000,4,2.5,2050,5787
275000,3,1,1250,7654
372000,4,2.5,2520,9604
688888,3,3.25,2580,9825
170000,2,1,1200,24792
530000,5,2.25,2140,7910
905000,4,3.25,3440,7661
365000,4,2.5,1800,5070
312000,4,2.5,1790,10584
400000,2,1.75,1250,7680
278750,2,2,800,5765
510000,3,2,1410,11995
527700,2,2.25,1330,806
740000,4,2.75,2890,4000
512000,4,2.5,2550,17209
362000,5,2.5,2880,8216
225000,3,1,660,6600
491500,3,2.25,1470,4322
429950,4,1.75,1700,10230
375000,3,1,1040,9800
199400,2,1,880,4000
364900,4,2.5,2490,9346
324950,3,1.5,1210,7560
467000,5,2,2080,4000
380000,3,1,1380,5400
250000,3,2.25,1620,10850
700000,4,1,1680,4021
206990,3,1,1330,9620
670000,3,1.75,1730,3400
315000,2,1,790,6969
319950,3,2.5,2240,7500
419000,3,1.5,1500,8272
205000,3,2,1800,11419
335000,4,2.5,1980,4745
397000,3,1.75,1340,5100
370000,2,1,750,2020
330000,4,2.25,1790,9920
1.79E+06,4,3.5,5490,14300
399000,3,2,1940,16300
400000,4,1.75,2670,189486
249900,3,2,1220,6404
717000,3,1.5,1310,3880
319000,4,2.5,1930,8336
635000,4,3,2100,3800
355000,3,1,1180,7573
1.60E+06,5,3.25,4320,32840
585000,4,1.75,3140,12519
320000,3,2,2320,7800
305495,3,1.75,2110,10200
240000,4,2,1790,14690
199950,5,2.5,1740,8750
1.62E+06,4,3.25,3820,8114
770000,3,3.5,2050,21744
255000,4,2.25,1680,3179
289000,4,2.25,1930,8925
494500,4,3,3760,8804
746000,3,2.25,2370,9619
385000,4,3,2120,13000
688100,4,2.5,2370,10513
870300,4,2.5,2350,3150
310000,3,1,1180,8474
500000,3,2.5,2270,5654
255000,3,2.25,1830,7770
1.48E+06,3,2.75,3910,7080
154500,3,1,890,9465
425000,3,2.25,1820,8058
700000,4,2.5,2440,7491
410500,2,1,1110,3943
432000,3,2,1870,7080
530000,3,1.5,1240,4080
465000,3,2,1560,8640
498688,3,2.5,1910,5600
573500,3,1,2200,21450
349900,4,2.75,2530,13474
220000,3,1,1130,12519
260000,2,1,820,6771
290000,2,1,960,4000
615000,4,1.5,1980,3240
730000,4,3.5,3370,5638
1.95E+06,4,3.25,7420,167869
332500,3,2.25,1800,10500
650000,5,3.5,3990,10120
1.40E+06,4,2.5,4070,7800
465000,4,1.75,1640,7194
690000,4,3.25,3730,11820
289900,3,1.75,1220,7004
1.62E+06,3,3.5,3490,4000
339950,3,2.5,1730,4286
367999,4,2.75,3430,8000
380000,4,2.5,2320,10079
440000,3,1.75,2030,17100
975000,5,4,4850,36450
309500,3,1.5,1340,13560
350000,3,1,1130,8201
215000,2,2,1180,2521
254000,2,1,910,6000
567000,3,1.75,1630,4275
402000,2,1,710,1173
365000,4,1,1520,80150
625000,4,2.5,2820,8408
432000,4,1.75,1970,5160
